 VARIABLES = X Y Umean Vmean Urms Vrms UV Flag
 ZONE I=81, J=81, F=POINT
  -0.4073995E+02   0.4064418E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 6
  -0.3972253E+02   0.4064418E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 6
  -0.3870511E+02   0.4064418E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 6
  -0.3768769E+02   0.4064418E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 6
  -0.3667026E+02   0.4064418E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 6
  -0.3565283E+02   0.4064418E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 6
  -0.3463540E+02   0.4064418E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 6
  -0.3361797E+02   0.4064418E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 6
  -0.3260053E+02   0.4064418E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 6
  -0.3158309E+02   0.4064418E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 6
  -0.3056565E+02   0.4064418E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 6
  -0.2954821E+02   0.4064418E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 6
  -0.2853077E+02   0.4064418E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 6
  -0.2751332E+02   0.4064418E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 6
  -0.2649588E+02   0.4064418E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 6
  -0.2547843E+02   0.4064418E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 6
